Well Name,API Number,Latitude (NAD27),Longitude (NAD27),Source Title,Reported Date,Company,Category,Parameter,Value,Unit,Actual/Forecast,Period,Basin/Region,Play/Formation,Sub-Location,Parameter Detail,Data Point Description,View URL
Maverick 0322LS,4222739008,32.344089,-101.5656667,SM Energy 2017-Q4 PPT,02-21-2018,SM Energy,Well Parameters and Economics,Proppant Volume,"1,849",lbs/ft,Actual,,Permian,Spraberry,"Lower Spraberry, Howard County, Texas, Midland Basin","Maverick 0322LS well, per foot, for 10,418 feet lateral length","Proppant per foot of Maverick 0322LS well in Lower Spraberry, Howard County, Texas, Midland Basin, as reported in 2018 (Feb): 1,849 lbs/ft",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=269562
Sundown 4524LS,4222739081,32.512526,-101.415829,SM Energy 2017-Q4 PPT,02-21-2018,SM Energy,Well Parameters and Economics,Proppant Volume,"1,964",lbs/ft,Actual,,Permian,Spraberry,"Lower Spraberry, Howard County, Texas, Midland Basin","Sundown 4524LS well, per foot, for 10,352 feet lateral length","Proppant per foot of Sundown 4524LS well in Lower Spraberry, Howard County, Texas, Midland Basin, as reported in 2018 (Feb): 1,964 lbs/ft",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=269563
WWJD 31,4237139681,30.883514,-102.200947,Amazing 21 Feb 2018 PR,02-21-2018,Amazing Energy Inc,Rig and Well Statistics,Wells Planned,1,,Forecast,2018 (Feb),Permian,,"Pecos County, Texas","To be spud, first of 2018 drilling program","Amazing Energy Oil and Gas Co. (OTCQX: AMAZ) (Amazing,"" ""Amazing Energy,"" or the ""Company"") today announced it will spud the WWJD #31 well in Pecos County, TX this week.""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=271020
WWJD 31,4237139681,30.883514,-102.200947,Amazing 21 Feb 2018 PR,02-21-2018,Amazing Energy Inc,Well Parameters and Economics,Well TMD,"3,500",Feet,Forecast,,Permian,,"Pecos County, Texas","Total depth, WWJD 31 well, planned","The WWJD #31 well will cost approximately $450,000 with nancing with our last round of funding and will be drilled to a depth of 3,500 feet but is permitted to 10,000 feet.",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=271023
Caprito 82 101H,4247537264,31.556787,-103.10301,Abraxas 20 Feb 2018 PR,02-20-2018,Abraxas,Well Results,IP Rate (30-day Avg),"1,122",BOE/d,Actual,,Permian,Bone Spring,"3rd Bone Spring, Ward County, Texas, Delaware Basin","All, Caprito 82-101H well","""In Ward County, Texas, the Caprito 82-101, a 4,820 foot lateral and the Company’s first Third Bone Spring well, averaged 1,122 Boepd (878 barrels of oil per day, 1,463 mcf of natural gas per day) over the well’s first 30 days of production""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=268847
Caprito 82 202H,4247537265,31.557652,-103.103334,Abraxas 20 Feb 2018 PR,02-20-2018,Abraxas,Well Results,IP Rate (30-day Avg),"1,134",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp A1, Ward County, Texas, Delaware Basin","All, Caprito 82-202H well","""In Ward County, Texas, the Caprito 82-202, a 4,820 foot lateral targeting the Wolfcamp A1, averaged 1,134 Boepd (863 barrels of oil per day, 1,626 mcf of natural gas per day) over the well’s first 30 days of production""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=268850
American Pharoah,4210933056,31.908211,-104.308265,Cimarex Feb 2018 PPT,02-15-2018,Cimarex,Well Results,IP Rate (30-day Avg),"3,047",BOE/d,Actual,,Permian,Wolfcamp,"Upper Wolfcamp, Culberson County, Texas, Delaware Basin","All, American Pharoah well","IP Rate (30-day Avg) for American Pharoah well in Upper Wolfcamp, Culberson County, Texas, Delaware Basin, as reported in 2018 (Feb): 3,047 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266742
Sir Barton,4210932973,31.8487812,-104.2758004,Cimarex Feb 2018 PPT,02-15-2018,Cimarex,Well Results,IP Rate (30-day Avg),"3,035",BOE/d,Actual,,Permian,Wolfcamp,"Upper Wolfcamp, Culberson County, Texas, Delaware Basin","All, Sir Barton well","IP Rate (30-day Avg) for Sir Barton well in Upper Wolfcamp, Culberson County, Texas, Delaware Basin, as reported in 2018 (Feb): 3,035 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266744
Cedar Canyon 27/28 Fed 44H,3001544438,32.18436633,-103.9990958,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (30-day Avg),"6,111",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp XY, Greater Sand Dunes, Delaware Basin","Cedar Canyon 27/28 Fed 44H well, all","IP Rate (30-day Avg) of Cedar Canyon 27/28 Fed 44H well in Wolfcamp XY, Greater Sand Dunes, Delaware Basin, as reported in 2018 (Feb): 6,111 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266240
Cedar Canyon 27/28 Fed 44H,3001544438,32.18436633,-103.9990958,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (24 hr peak),"8,361",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp XY, Greater Sand Dunes, Delaware Basin","Cedar Canyon 27/28 Fed 44H well, all","IP Rate (24 hr peak) of Cedar Canyon 27/28 Fed 44H well in Wolfcamp XY, Greater Sand Dunes, Delaware Basin, as reported in 2018 (Feb): 8,361 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266241
Cedar Canyon 27/28 Fed 44H,3001544438,32.18436633,-103.9990958,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Parameters and Economics,Lateral Length,"9,800",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp XY, Greater Sand Dunes, Delaware Basin","Cedar Canyon 27/28 Fed 44H well, approximate","Lateral Length of Cedar Canyon 27/28 Fed 44H well in Wolfcamp XY, Greater Sand Dunes, Delaware Basin, as reported in 2018 (Feb): 9,800 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266242
Patton MDP1 18 Fed 23H,3001544316,32.2235467,-103.8147689,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Parameters and Economics,Lateral Length,"4,108",Feet,Actual,,Permian,Avalon,Greater Sand Dunes Area,Patton MDP1 18 Fed 23H well,"Lateral length of Patton MDP1 18 Fed 23H well in Avalon, Greater Sand Dunes Area, as reported in 2018 (Feb): 4,108 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266294
Patton MDP1 18 Fed 23H,3001544316,32.2235467,-103.8147689,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (24 hr peak),"2,008",BOE/d,Actual,,Permian,Avalon,Greater Sand Dunes Area,"Patton MDP1 18 Fed 23H well, all","IP Rate (24 hr peak) of Patton MDP1 18 Fed 23H well in Avalon, Greater Sand Dunes Area, as reported in 2018 (Feb): 2,008 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266295
Patton MDP1 18 Fed 23H,3001544316,32.2235467,-103.8147689,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (30-day Avg),"1,509",BOE/d,Actual,,Permian,Avalon,Greater Sand Dunes Area,"Patton MDP1 18 Fed 23H well, all","IP Rate (30-day Avg) of Patton MDP1 18 Fed 23H well in Avalon, Greater Sand Dunes Area, as reported in 2018 (Feb): 1,509 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266296
Palladium MDP1 7/6 Fed Com 6H,3001544293,32.2252749,-103.8097229,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Parameters and Economics,Lateral Length,"9,852",Feet,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area",Palladium MDP1 7/6 Fed Com 6H well,"Lateral length of Palladium MDP1 7/6 Fed Com 6H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 9,852 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266298
Palladium MDP1 7/6 Fed Com 6H,3001544293,32.2252749,-103.8097229,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (24 hr peak),"4,731",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area","Palladium MDP1 7/6 Fed Com 6H well, all","IP Rate (24 hr peak) of Palladium MDP1 7/6 Fed Com 6H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 4,731 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266299
Palladium MDP1 7/6 Fed Com 6H,3001544293,32.2252749,-103.8097229,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (30-day Avg),"3,404",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area","Palladium MDP1 7/6 Fed Com 6H well, all","IP Rate (30-day Avg) of Palladium MDP1 7/6 Fed Com 6H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 3,404 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266300
Palladium MDP1 7/6 Fed Com 5H,3001544294,32.2252749,-103.8098199,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Parameters and Economics,Lateral Length,"10,040",Feet,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area",Palladium MDP1 7/6 Fed Com 5H well,"Lateral length of Palladium MDP1 7/6 Fed Com 5H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 10,040 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266302
Palladium MDP1 7/6 Fed Com 5H,3001544294,32.2252749,-103.8098199,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (24 hr peak),"4,456",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area","Palladium MDP1 7/6 Fed Com 5H well, all","IP Rate (24 hr peak) of Palladium MDP1 7/6 Fed Com 5H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 4,456 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266303
Palladium MDP1 7/6 Fed Com 5H,3001544294,32.2252749,-103.8098199,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (30-day Avg),"3,213",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area","Palladium MDP1 7/6 Fed Com 5H well, all","IP Rate (30-day Avg) of Palladium MDP1 7/6 Fed Com 5H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 3,213 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266304
Cedar Canyon 21 Fed 022H,3001544190,32.20528608,-103.9970594,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Parameters and Economics,Lateral Length,"4,596",Feet,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area",Cedar Canyon 21 Fed 022H well,"Lateral length of Cedar Canyon 21 Fed 022H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 4,596 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266306
Cedar Canyon 21 Fed 022H,3001544190,32.20528608,-103.9970594,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (24 hr peak),"5,162",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area","Cedar Canyon 21 Fed 022H well, all","IP Rate (24 hr peak) of Cedar Canyon 21 Fed 022H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 5,162 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266307
Cedar Canyon 21 Fed 022H,3001544190,32.20528608,-103.9970594,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (30-day Avg),"3,182",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area","Cedar Canyon 21 Fed 022H well, all","IP Rate (30-day Avg) of Cedar Canyon 21 Fed 022H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 3,182 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266308
Patton MDP1 18 Fed 7H,3001544273,32.22405719,-103.8087311,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Parameters and Economics,Lateral Length,"4,581",Feet,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area",Patton MDP1 18 Fed 7H well,"Lateral length of Patton MDP1 18 Fed 7H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 4,581 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266310
Patton MDP1 18 Fed 7H,3001544273,32.22405719,-103.8087311,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (24 hr peak),"4,817",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area","Patton MDP1 18 Fed 7H well, all","IP Rate (24 hr peak) of Patton MDP1 18 Fed 7H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 4,817 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266311
Patton MDP1 18 Fed 7H,3001544273,32.22405719,-103.8087311,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Results,IP Rate (30-day Avg),"3,099",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Springs, Greater Sand Dunes Area","Patton MDP1 18 Fed 7H well, all","IP Rate (30-day Avg) of Patton MDP1 18 Fed 7H well in 2nd Bone Springs, Greater Sand Dunes Area, as reported in 2018 (Feb): 3,099 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266312
Corral Fly 02-01 State 23H,3001544509,32.16283768,-103.962825,Oxy 2017-Q4 PPT,02-14-2018,Oxy,Well Parameters and Economics,Lateral Length,"9,800",Feet,Actual,,Permian,Bone Spring,"2nd Bone Springs, Delaware basin",Corral Fly 02-01 State 23H well,"Lateral length of Corral Fly 02-01 State 23H well in 2nd Bone Springs, Delaware basin, as reported in 2018 (Feb): 9,800 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=266329
Corral Fly 02-01 State 23H,3001544509,32.16283768,-103.962825,Oxy 2017-Q4 Transcript,02-14-2018,Oxy,Well Parameters and Economics,Proppant Volume,"2,000",lbs/ft,Actual,,Permian,Bone Spring,"2nd Bone Springs, Delaware basin","Corral Fly 02-01 State 23H well, per foot","""It's a three-string design, assumes 2,000 pounds per foot in the completion, includes everything, its hookup, flowback, first artificial lift, capitalized overhead, so it's an all-in capital cost""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=268018
Kudu 2H,4249533917,31.965781,-103.32435,Lilis Energy 12 Feb 2018 PR,02-12-2018,Lilis Energy Inc,Well Results,IP Rate (24 hr peak),"1,475",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Winkler County, West Texas, Delaware Basin","Kudu 2H well, average, Three Stream basis","""Lilis Energy , Inc. (NYSE American: LLEX), an exploration and development company operating in the Permian Basin of West T exas and Southeastern New Mexico, announced today that the Kudu #2H has reached a 24-hour initial production rate of 1,475 Boepd on a three-stream basis, at 299 Boepd per 1,000 ft.""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=265785
O'Brien 3H,4238935983,31.50599,-103.698293,Houston 2017-Q4 PR,02-12-2018,Houston American Energy,Well Results,IP Rate (30-day Avg),"1,108",BOE/d,Actual,,Permian,Wolfcamp,"Upper Wolfcamp A, Reeves county, Delaware Basin, West Texas","O'Brien 3H well, gross, all","""The initial thirty-day average daily two stream production (IP30) rates, gross, for the O'Brien #3H and Johnson #1H wells were 1,108 boe per day (""boepd"") (37% oil) and 1,014 boepd (51% oil), respectively.""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=265809
Johnson State 1H,4238935876,31.447234,-103.705958,Houston 2017-Q4 PR,02-12-2018,Houston American Energy,Well Results,IP Rate (30-day Avg),"1,014",BOE/d,Actual,,Permian,Wolfcamp,"Lower Wolfcamp A, Reeves county, Delaware Basin, West Texas","Johnson State 1H well, gross, all","""The initial thirty-day average daily two stream production (IP30) rates, gross, for the O'Brien #3H and Johnson #1H wells were 1,108 boe per day (""boepd"") (37% oil) and 1,014 boepd (51% oil), respectively.""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=265811
Sealy Ranch 9301H,4247537278,31.655408,-103.173508,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Parameters and Economics,Lateral Length,"9,912",Feet,Actual,,Permian,Wolfcamp,"Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin",Sealy Ranch 9301H well,"Lateral length for Sealy Ranch 9301H well in Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin, as reported in 2018 (Feb): 9,912 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264707
Sealy Ranch 7902H,4247537274,31.540622,-103.092961,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Parameters and Economics,Lateral Length,"9,267",Feet,Actual,,Permian,Wolfcamp,"Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin",Sealy Ranch 7902H well,"Lateral length for Sealy Ranch 7902H well in Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin, as reported in 2018 (Feb): 9,267 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264708
Sealy Ranch 7903H,4247537275,31.541175,-103.090944,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Parameters and Economics,Lateral Length,"9,781",Feet,Actual,,Permian,Wolfcamp,"Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin",Sealy Ranch 7903H well,"Lateral length for Sealy Ranch 7903H well in Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin, as reported in 2018 (Feb): 9,781 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264709
Sealy Ranch 5902H,4247537313,31.550014,-103.060736,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Parameters and Economics,Lateral Length,"9,267",Feet,Actual,,Permian,Wolfcamp,"Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin",Sealy Ranch 5902H well,"Lateral length for Sealy Ranch 5902H well in Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin, as reported in 2018 (Feb): 9,267 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264710
Sealy Ranch 9301H,4247537278,31.655408,-103.173508,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (24 hr peak),"1,700",BOE/d,Actual,,Permian,Wolfcamp,"Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin","Sealy Ranch 9301H well, all","IP Rate (24 hr peak) for Sealy Ranch 9301H well in Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin, as reported in 2018 (Feb): 1,700 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264712
Sealy Ranch 7901H,4247537274,31.540622,-103.092961,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (30-day Avg),"1,343",BOE/d,Actual,,Permian,Wolfcamp,"Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin","Sealy Ranch 7901H well, all","IP Rate (30-day Avg) for Sealy Ranch 7901H well in Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin, as reported in 2018 (Feb): 1,343 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264713
Sealy Ranch 9301H,4247537278,31.655408,-103.173508,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (30-day Avg),"1,489",BOE/d,Actual,,Permian,Wolfcamp,"Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin","Sealy Ranch 9301H well, all","IP Rate (30-day Avg) for Sealy Ranch 9301H well in Lower Wolfcamp A, Monument Draw Area, Ward County, West Texas, Delaware Basin, as reported in 2018 (Feb): 1,489 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264714
Balbo Adrianna West 1H,4237139499,31.098143,-103.264956,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (30-day Avg),"1,261",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin","Balbo Adrianna West 1H well, all","IP Rate (30-day Avg) for Balbo Adrianna West 1H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 1,261 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264721
Ethel Jesper East 1H,4237139533,31.0265197,-103.2068744,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (30-day Avg),823,BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp A, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin","Ethel Jesper East 1H well, all","IP Rate (30-day Avg) for Ethel Jesper East 1H well in Wolfcamp A, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 823 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264723
Balbo West Elliot 1H,4237139508,31.0689879,-103.2670416,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Parameters and Economics,Lateral Length,"9,866",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin",Balbo West Elliot 1H well,"Lateral length for Balbo West Elliot 1H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 9,866 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264725
Balbo West Elliot 1H,4237139508,31.0689879,-103.2670416,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (24 hr peak),"1,037",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin","Balbo West Elliot 1H well, all","IP Rate (24 hr peak) for Balbo West Elliot 1H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 1,037 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264726
Balbo West Elliot 1H,4237139508,31.0689879,-103.2670416,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (30-day Avg),834,BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin","Balbo West Elliot 1H well, all","IP Rate (30-day Avg) for Balbo West Elliot 1H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 834 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264727
Berkley State East 2H,4237139497,31.083708,-103.207345,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Parameters and Economics,Lateral Length,"6,892",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin",Berkley State East Unit 2H well,"Lateral length for Berkely State East Unit 2H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 6,892 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264729
Berkley State East 2H,4237139497,31.083708,-103.207345,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (24 hr peak),987,BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin","Berkley State East Unit 2H well, all","IP Rate (24 hr peak) for Berkely State East Unit 2H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 987 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264730
Berkley State East 2H,4237139497,31.083708,-103.207345,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (30-day Avg),776,BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin","Berkley State East Unit 2H well, all","IP Rate (30-day Avg) for Berkely State East Unit 2H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 776 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264731
Hannah Johnny 1H,4237139531,31.0273134,-103.1669349,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Parameters and Economics,Lateral Length,"9,506",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin",Hannah Johnny 1H well,"Lateral length for HAnnah Johnny 1H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 9,506 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264733
Hannah Johnny 1H,4237139531,31.0273134,-103.1669349,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (24 hr peak),"1,011",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin","Hannah Johnny 1H well, all","IP Rate (24 hr peak) for HAnnah Johnny 1H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 1,011 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264734
Hannah Johnny 1H,4237139531,31.0273134,-103.1669349,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Results,IP Rate (30-day Avg),715,BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin","Hannah Johnny 1H well, all","IP Rate (30-day Avg) for HAnnah Johnny 1H well in Wolfcamp B, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 715 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264735
Lindsey 1H,4237139543,30.9978334,-103.1774494,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Parameters and Economics,Lateral Length,"9,616",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp A, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin",Lindsey 1H well,"Lateral length for Lindsey 1H well in Wolfcamp A, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 9,616 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264737
